CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income,Card_Category,Months_on_book,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Trans_Amt,Total_Trans_Ct,Avg_Utilization_Ratio
7.16E+08,Existing Customer,46,1,2,3,4,120140,4,39,34516,1381,33135,14696,114,0.04
7.15E+08,Existing Customer,53,2,2,3,2,33614,4,45,12100,1350,10750,13138,115,0.112
7.11E+08,Existing Customer,40,1,3,7,1,69764,1,24,20466,1138,19328,15121,97,0.056
8.20E+08,Existing Customer,42,1,3,3,3,66673,1,37,17887,1821,16066,14544,116,0.102
7.12E+08,Attrited Customer,33,1,3,3,2,70110,1,15,23399,0,23399,9356,74,0
7.09E+08,Existing Customer,45,2,2,7,3,35042,4,36,13026,789,12237,14747,100,0.061
7.11E+08,Existing Customer,61,2,1,3,4,59241,4,48,15698,2000,13698,12980,82,0.127
7.18E+08,Existing Customer,31,1,1,7,2,45111,1,36,5590,875,4715,14643,127,0.157
7.09E+08,Existing Customer,47,1,2,5,3,72543,1,39,17575,618,16957,15473,128,0.035
7.66E+08,Existing Customer,46,1,2,3,2,102044,1,39,29528,1769,27759,14428,119,0.06
7.72E+08,Existing Customer,54,1,2,5,2,69450,3,42,34516,1996,32520,15033,114,0.058
7.20E+08,Existing Customer,60,2,0,4,2,34520,1,36,4147,2262,1885,14624,111,0.545
7.13E+08,Attrited Customer,55,2,2,3,2,34573,1,36,12494,0,12494,7026,69,0
7.16E+08,Attrited Customer,32,1,2,3,3,148224,2,22,34516,1692,32824,7486,64,0.049
7.14E+08,Existing Customer,49,2,1,7,2,36820,4,40,13411,1736,11675,12493,113,0.129
7.08E+08,Existing Customer,41,1,3,7,2,135134,1,33,34516,638,33878,13085,139,0.018
7.17E+08,Existing Customer,45,1,2,1,2,69442,1,34,17646,1396,16250,15527,106,0.079
7.16E+08,Existing Customer,45,1,3,6,3,62953,1,36,11121,1296,9825,13814,81,0.117
8.01E+08,Attrited Customer,30,1,0,1,3,73431,1,24,4109,0,4109,8642,77,0
7.20E+08,Existing Customer,44,1,2,4,2,140410,1,31,6176,905,5271,15102,95,0.147
7.16E+08,Existing Customer,40,2,5,3,4,38587,1,36,4512,1172,3340,14414,98,0.26
7.16E+08,Existing Customer,31,1,0,3,2,83228,1,36,32791,1607,31184,13177,106,0.049
8.20E+08,Existing Customer,40,2,3,6,1,39759,1,35,4772,2004,2768,14748,118,0.42
7.71E+08,Existing Customer,56,1,1,7,4,77375,1,43,10602,1083,9519,14084,91,0.102
8.21E+08,Attrited Customer,47,1,4,7,4,89730,1,42,7953,0,7953,8670,74,0
7.17E+08,Attrited Customer,29,1,0,5,1,60435,1,15,8022,0,8022,5660,59,0
7.10E+08,Existing Customer,38,1,3,4,3,147931,1,27,34516,0,34516,13781,106,0
7.12E+08,Existing Customer,56,2,2,7,2,28229,1,48,9092,1363,7729,14779,94,0.15
7.09E+08,Attrited Customer,53,2,1,3,3,31379,1,44,5541,2517,3024,9195,73,0.454
7.16E+08,Existing Customer,56,1,0,2,3,104235,1,47,7204,0,7204,14042,113,0
7.16E+08,Existing Customer,27,2,0,3,4,37909,1,36,4548,1450,3098,14330,131,0.319
7.72E+08,Existing Customer,38,2,2,3,3,31770,1,26,3860,1175,2685,14474,118,0.304
7.14E+08,Existing Customer,48,1,2,4,2,23353,4,36,14581,2517,12064,17628,109,0.173
7.80E+08,Existing Customer,44,2,3,4,3,23834,1,34,3084,0,3084,12739,96,0
8.16E+08,Existing Customer,49,1,4,6,4,78229,1,44,12375,2263,10112,14500,106,0.183
7.80E+08,Existing Customer,36,1,2,1,2,47295,2,23,23981,0,23981,15236,120,0
8.18E+08,Existing Customer,30,1,0,1,2,75436,1,25,19534,0,19534,15634,118,0
7.09E+08,Attrited Customer,42,1,3,4,2,97409,1,36,22993,0,22993,7867,75,0
7.20E+08,Existing Customer,51,1,2,7,3,147355,4,31,34516,585,33931,13534,104,0.017
7.10E+08,Existing Customer,59,1,1,7,3,42557,4,51,15164,1071,14093,13062,103,0.071
7.12E+08,Existing Customer,45,1,4,3,2,27955,1,36,7231,1047,6184,15571,115,0.145
7.12E+08,Existing Customer,56,1,2,1,3,77860,2,43,34516,2022,32494,13633,116,0.059
7.90E+08,Existing Customer,31,1,2,3,4,94941,4,22,34516,1780,32736,14185,98,0.052
7.92E+08,Existing Customer,48,2,3,3,3,52852,1,42,9215,639,8576,13345,114,0.069
7.18E+08,Existing Customer,32,1,2,3,2,106537,1,36,25438,1907,23531,16485,104,0.075
7.15E+08,Existing Customer,46,2,3,4,3,28399,1,36,3759,0,3759,15331,106,0
7.18E+08,Existing Customer,52,2,2,4,3,30330,1,36,3029,2267,762,14934,113,0.748
7.18E+08,Attrited Customer,30,2,0,3,1,26055,1,18,4203,996,3207,7292,68,0.237
7.16E+08,Existing Customer,48,1,4,4,2,116844,1,36,21526,1320,20206,14441,105,0.061
7.18E+08,Attrited Customer,55,2,2,3,2,23222,4,45,12207,0,12207,5838,74,0
8.26E+08,Existing Customer,39,2,2,3,3,44612,4,35,32089,1971,30118,13796,121,0.061
7.18E+08,Existing Customer,43,2,3,7,2,31970,1,27,3541,1042,2499,14511,123,0.294
7.90E+08,Existing Customer,43,1,4,4,2,41717,1,32,7139,1512,5627,14802,112,0.212
8.08E+08,Existing Customer,47,2,3,7,2,24560,1,42,3669,2517,1152,13931,112,0.686
7.70E+08,Attrited Customer,57,1,3,7,3,60860,1,51,5859,0,5859,8004,82,0
8.18E+08,Existing Customer,53,1,2,7,1,102376,1,48,15594,1590,14004,13016,118,0.102
7.13E+08,Existing Customer,48,1,3,3,2,139191,2,36,34516,1823,32693,15552,108,0.053
7.20E+08,Existing Customer,50,2,2,4,3,36662,1,41,6704,0,6704,12576,103,0
7.21E+08,Existing Customer,53,1,3,6,2,75897,4,38,32417,871,31546,14381,121,0.027
7.11E+08,Existing Customer,48,1,1,3,3,109931,1,36,2754,2152,602,13991,125,0.781
7.09E+08,Attrited Customer,41,1,3,7,2,78767,4,29,27945,0,27945,8345,70,0
7.18E+08,Existing Customer,51,1,2,6,3,131006,1,35,34516,1068,33448,16428,123,0.031
7.22E+08,Existing Customer,51,2,2,7,2,21008,1,37,7098,1829,5269,13139,102,0.258
7.89E+08,Existing Customer,39,2,2,1,3,24566,4,20,12338,1277,11061,15869,109,0.104
7.09E+08,Existing Customer,51,1,2,4,3,77527,1,42,16703,1140,15563,15472,122,0.068
7.09E+08,Existing Customer,43,1,2,6,2,84256,1,24,16667,1463,15204,15301,115,0.088
7.08E+08,Attrited Customer,54,1,1,5,4,95167,1,36,18512,1664,16848,8019,57,0.09
7.19E+08,Existing Customer,47,1,3,6,3,68839,1,35,14131,1333,12798,12779,103,0.094
7.15E+08,Existing Customer,51,2,3,3,3,24301,1,36,3276,1474,1802,14212,116,0.45
7.20E+08,Existing Customer,38,1,4,5,3,95393,4,36,34516,1435,33081,15584,114,0.042
7.13E+08,Existing Customer,38,2,2,6,2,28474,1,28,3629,1891,1738,15982,113,0.521
7.19E+08,Existing Customer,44,2,4,7,3,34708,4,36,13067,1943,11124,15172,118,0.149
7.17E+08,Existing Customer,32,1,3,4,3,43496,1,36,3845,1871,1974,14593,110,0.487
7.09E+08,Attrited Customer,41,1,5,6,3,91390,1,32,12094,0,12094,8607,90,0
7.13E+08,Existing Customer,50,1,3,3,2,141169,1,35,34516,1638,32878,14474,121,0.047
7.19E+08,Existing Customer,60,2,1,3,2,47230,1,52,13312,1974,11338,14336,106,0.148
7.19E+08,Existing Customer,38,2,1,2,3,34784,1,36,3466,2517,949,13140,94,0.726
7.90E+08,Existing Customer,59,1,0,4,3,46907,4,52,15223,1729,13494,14230,111,0.114
7.08E+08,Existing Customer,53,1,1,4,2,124920,2,44,34516,831,33685,13247,107,0.024
7.14E+08,Attrited Customer,40,2,2,1,3,25081,1,36,5989,0,5989,5843,60,0
7.15E+08,Attrited Customer,45,1,5,4,1,122548,1,36,5287,0,5287,8392,69,0
7.11E+08,Existing Customer,53,1,1,4,4,55514,1,43,9060,0,9060,14305,102,0
7.09E+08,Existing Customer,56,1,2,4,4,113952,1,36,4731,831,3900,14952,118,0.176
7.17E+08,Existing Customer,60,2,0,3,3,57749,1,47,9502,1881,7621,14418,100,0.198
7.20E+08,Existing Customer,42,1,3,3,2,85323,1,36,29738,2370,27368,14270,97,0.08
7.71E+08,Existing Customer,48,2,1,7,3,24621,1,36,3918,813,3105,15867,103,0.208
7.56E+08,Existing Customer,58,2,1,7,2,36921,1,40,3944,1006,2938,15315,124,0.255
7.09E+08,Existing Customer,55,1,2,6,2,141478,1,48,6577,1800,4777,14229,120,0.274
7.71E+08,Existing Customer,51,1,1,3,2,142978,2,37,34516,2417,32099,13021,117,0.07
7.89E+08,Existing Customer,46,1,2,5,2,104469,1,26,34516,714,33802,14279,97,0.021
7.14E+08,Existing Customer,45,1,4,3,4,69373,1,33,8670,1930,6740,13767,96,0.223
7.10E+08,Attrited Customer,40,1,3,3,3,112016,1,20,32554,0,32554,8528,87,0
7.14E+08,Existing Customer,56,2,1,4,4,43473,1,36,8331,0,8331,14324,103,0
7.20E+08,Existing Customer,34,2,4,4,3,22249,4,26,32056,1668,30388,12595,106,0.052
7.18E+08,Existing Customer,48,1,3,6,2,66727,1,36,15524,1148,14376,13819,106,0.074
8.05E+08,Existing Customer,45,2,3,3,2,23150,1,40,4010,2517,1493,14354,101,0.628
7.13E+08,Existing Customer,42,1,5,4,2,70182,1,36,3275,1525,1750,14830,112,0.466
7.81E+08,Existing Customer,49,1,1,7,3,77437,1,37,18349,1209,17140,16422,110,0.066
7.15E+08,Existing Customer,35,1,2,5,3,72257,1,24,3388,1659,1729,13557,100,0.49
7.12E+08,Attrited Customer,32,1,0,5,3,59867,1,14,4015,0,4015,8363,65,0
7.15E+08,Attrited Customer,34,1,2,4,3,65136,1,36,9719,2517,7202,9183,51,0.259
7.58E+08,Existing Customer,33,1,2,5,3,104405,1,24,4178,2463,1715,16216,107,0.59
7.14E+08,Existing Customer,40,1,2,1,2,53284,2,31,3735,1474,2261,15039,130,0.395
7.19E+08,Existing Customer,43,1,4,6,2,74261,4,30,29856,1576,28280,14887,119,0.053
7.10E+08,Existing Customer,29,1,1,6,3,54740,1,22,11522,1203,10319,13720,119,0.104
8.12E+08,Existing Customer,42,1,3,3,2,58569,1,37,3161,1788,1373,13692,117,0.566
7.17E+08,Attrited Customer,48,1,2,3,2,110731,1,28,14774,2517,12257,8293,63,0.17
7.14E+08,Attrited Customer,39,1,4,7,2,67714,2,36,34516,2517,31999,8248,66,0.073
8.28E+08,Existing Customer,51,2,2,3,2,38821,1,47,5118,980,4138,14593,109,0.191
7.09E+08,Attrited Customer,41,1,2,1,2,117879,1,33,14682,2517,12165,8193,72,0.171
7.11E+08,Existing Customer,42,1,4,6,2,52002,1,33,3108,2280,828,14763,99,0.734
7.16E+08,Existing Customer,32,1,3,3,2,76418,1,36,3223,1413,1810,13648,103,0.438
7.20E+08,Existing Customer,43,1,1,3,2,135441,1,34,28612,2517,26095,14727,105,0.088
7.15E+08,Existing Customer,50,1,1,3,2,70118,4,37,6224,777,5447,13503,112,0.125
7.12E+08,Existing Customer,44,1,4,2,2,83539,1,27,24134,1290,22844,13311,110,0.053
7.12E+08,Existing Customer,36,1,4,4,3,138640,1,36,27929,1898,26031,14755,123,0.068
8.03E+08,Existing Customer,44,2,4,6,3,52298,1,34,3657,0,3657,14802,95,0
7.79E+08,Existing Customer,47,2,3,5,2,21453,1,28,8257,961,7296,13769,104,0.116
7.89E+08,Existing Customer,45,2,4,1,3,43174,2,30,23051,1836,21215,14393,107,0.08
7.18E+08,Existing Customer,53,2,2,6,3,49460,1,42,14839,2226,12613,14625,115,0.15
7.19E+08,Existing Customer,43,1,3,7,2,62803,1,34,3755,1591,2164,14402,110,0.424
7.18E+08,Existing Customer,48,1,5,7,3,74465,1,36,3862,0,3862,15282,125,0
7.14E+08,Existing Customer,37,1,1,2,4,62020,1,36,7539,0,7539,15293,129,0
7.14E+08,Attrited Customer,43,1,4,4,2,80298,1,35,10588,503,10085,7886,70,0.048
7.11E+08,Existing Customer,59,1,2,3,3,53542,1,50,11808,0,11808,13751,113,0
8.15E+08,Existing Customer,31,1,1,4,1,52046,4,26,15504,1277,14227,14181,126,0.082
7.20E+08,Attrited Customer,52,2,4,6,1,26740,1,42,12091,0,12091,8127,74,0
7.10E+08,Existing Customer,41,1,3,4,2,112481,1,33,13818,609,13209,13209,101,0.044
8.16E+08,Existing Customer,53,2,2,7,2,49361,1,48,4442,1107,3335,14437,109,0.249
8.16E+08,Existing Customer,55,1,3,4,2,68579,1,50,5282,1144,4138,13513,115,0.217
7.19E+08,Existing Customer,41,1,3,1,2,103094,1,28,34516,1617,32899,13083,93,0.047
7.89E+08,Existing Customer,55,1,1,4,3,92991,1,42,34516,1583,32933,12192,112,0.046
7.21E+08,Existing Customer,31,2,1,7,2,24489,4,36,10353,1520,8833,15028,124,0.147
7.15E+08,Existing Customer,48,1,3,3,2,109631,1,43,9959,0,9959,14948,125,0
7.21E+08,Existing Customer,42,1,2,3,2,70187,1,36,6280,2181,4099,14109,92,0.347
7.18E+08,Attrited Customer,57,1,4,7,1,126194,1,36,13694,2219,11475,9040,63,0.162
7.72E+08,Existing Customer,34,1,2,3,3,25804,1,23,8940,1518,7422,14459,97,0.17
7.15E+08,Existing Customer,54,1,2,6,2,69988,1,45,6546,1908,4638,14103,112,0.291
7.57E+08,Existing Customer,46,2,2,7,2,40199,4,39,32587,992,31595,15958,113,0.03
7.14E+08,Existing Customer,38,1,2,3,3,72983,1,25,11474,0,11474,13041,98,0
7.13E+08,Existing Customer,40,1,5,7,3,139787,4,31,34516,2203,32313,14204,96,0.064
7.18E+08,Attrited Customer,56,2,2,4,2,29764,1,46,9463,764,8699,7106,61,0.081
7.13E+08,Existing Customer,44,1,3,5,2,57916,1,36,12552,1405,11147,15508,95,0.112
7.90E+08,Existing Customer,39,1,2,3,3,65812,1,24,21679,1073,20606,15581,115,0.049
7.11E+08,Existing Customer,42,1,5,5,4,49351,1,36,10531,2330,8201,14955,118,0.221
7.09E+08,Existing Customer,60,2,1,6,3,27252,1,47,4905,2413,2492,15478,109,0.492
7.67E+08,Existing Customer,35,1,3,1,4,89482,4,29,34516,0,34516,12847,106,0
7.89E+08,Existing Customer,42,1,3,3,3,87325,4,31,34516,2120,32396,14626,97,0.061
7.09E+08,Attrited Customer,30,1,2,3,2,31504,4,18,10017,726,9291,9299,68,0.072
7.10E+08,Attrited Customer,37,1,2,6,4,118287,1,18,31832,518,31314,10201,59,0.016
7.13E+08,Existing Customer,37,2,1,3,2,33985,1,19,5843,1346,4497,13299,95,0.23
7.14E+08,Existing Customer,43,1,2,3,3,100472,1,36,34427,1613,32814,13545,112,0.047
7.20E+08,Attrited Customer,34,1,3,4,4,83758,4,21,34516,0,34516,9177,50,0
7.10E+08,Existing Customer,48,1,3,7,4,108480,3,40,34516,1723,32793,13853,98,0.05
7.71E+08,Existing Customer,31,1,0,3,1,108000,4,19,34516,1984,32532,14969,96,0.057
7.17E+08,Attrited Customer,47,2,3,2,2,30293,1,35,4779,2517,2262,8912,63,0.527
7.16E+08,Existing Customer,51,1,1,7,3,67979,1,22,4248,1177,3071,13958,116,0.277
7.93E+08,Existing Customer,43,1,0,5,3,56990,1,37,7872,989,6883,13746,104,0.126
7.16E+08,Existing Customer,41,2,3,3,4,22283,1,13,6077,1421,4656,12489,97,0.234
7.16E+08,Existing Customer,48,2,3,3,3,33642,1,36,3882,2029,1853,13980,128,0.523
7.80E+08,Existing Customer,41,2,2,4,2,32805,1,24,7207,1645,5562,13730,96,0.228
7.20E+08,Existing Customer,48,2,4,7,3,52376,1,36,6121,1679,4442,14224,117,0.274
7.13E+08,Attrited Customer,40,1,4,6,3,119957,1,36,34516,572,33944,8659,81,0.017
7.19E+08,Existing Customer,32,1,1,6,2,48218,1,36,3535,1964,1571,14080,85,0.556
7.20E+08,Attrited Customer,55,2,2,7,3,46463,4,37,34516,1783,32733,8472,80,0.052
7.54E+08,Attrited Customer,50,1,1,3,3,86364,4,43,34516,432,34084,9045,72,0.013
7.16E+08,Existing Customer,49,1,2,7,2,60811,1,36,6224,1329,4895,14238,93,0.214
7.12E+08,Existing Customer,37,2,0,2,3,36504,1,36,9178,1585,7593,14932,110,0.173
8.23E+08,Existing Customer,31,1,1,4,2,65823,1,24,4328,1493,2835,14731,120,0.345
7.17E+08,Existing Customer,52,1,2,1,2,113311,1,36,9959,1049,8910,15195,99,0.105
7.17E+08,Existing Customer,60,2,0,6,3,34978,1,47,9634,2076,7558,14218,102,0.215
8.26E+08,Existing Customer,35,2,2,7,1,36131,1,31,19033,1555,17478,16033,116,0.082
7.09E+08,Existing Customer,48,1,1,6,2,73583,1,39,8624,1709,6915,15738,111,0.198
7.21E+08,Attrited Customer,44,1,3,3,1,48705,1,32,3575,0,3575,7672,66,0
7.10E+08,Attrited Customer,44,2,2,3,4,57377,1,34,5508,0,5508,7507,78,0
7.14E+08,Existing Customer,31,1,2,3,3,30695,1,19,5871,1829,4042,15645,117,0.312
7.21E+08,Attrited Customer,56,1,1,6,3,79474,1,36,15219,2281,12938,7625,78,0.15
7.14E+08,Existing Customer,46,1,2,6,3,131756,1,32,34516,2328,32188,15754,121,0.067
8.02E+08,Existing Customer,29,1,1,6,2,54064,1,23,8147,1750,6397,14912,114,0.215
7.17E+08,Existing Customer,37,2,2,5,3,20581,1,28,3525,1519,2006,13625,110,0.431
7.10E+08,Existing Customer,32,1,1,3,2,48887,1,24,9711,972,8739,14926,115,0.1
8.10E+08,Existing Customer,52,1,2,4,2,115248,1,47,11358,1425,9933,14327,92,0.125
7.16E+08,Existing Customer,58,2,3,3,2,24842,1,47,6765,0,6765,14133,124,0
7.10E+08,Attrited Customer,41,1,4,3,2,118258,1,36,4725,1253,3472,9134,77,0.265
7.11E+08,Attrited Customer,50,2,4,3,3,39487,1,37,3699,913,2786,7297,71,0.247
7.10E+08,Existing Customer,29,1,1,3,2,90367,4,36,34516,1666,32850,13971,116,0.048
7.14E+08,Existing Customer,32,2,0,4,1,21430,1,25,8851,1753,7098,14783,110,0.198
7.71E+08,Existing Customer,52,2,1,1,4,28910,1,39,8506,0,8506,14289,113,0
7.10E+08,Existing Customer,48,1,2,3,1,39822,1,36,3442,1229,2213,14618,100,0.357
7.16E+08,Existing Customer,33,2,2,3,2,26126,1,24,3731,0,3731,13234,92,0
8.16E+08,Existing Customer,51,2,2,7,2,34900,1,46,7744,1893,5851,16059,124,0.244
7.89E+08,Existing Customer,46,1,2,4,3,42455,1,32,5972,0,5972,14227,116,0
7.89E+08,Existing Customer,47,1,2,7,1,83181,1,37,21714,1969,19745,13270,104,0.091
7.13E+08,Existing Customer,32,1,1,6,3,85292,1,15,3371,1530,1841,13432,118,0.454
7.10E+08,Existing Customer,50,2,2,3,2,20766,1,38,9546,960,8586,14211,111,0.101
7.71E+08,Existing Customer,28,2,1,5,3,28724,1,14,3848,0,3848,14054,105,0
8.24E+08,Existing Customer,44,1,3,3,3,55452,1,40,9199,1230,7969,15367,123,0.134
7.12E+08,Existing Customer,43,1,2,4,2,66355,1,31,13381,1845,11536,14532,116,0.138
7.12E+08,Existing Customer,50,2,1,3,3,58926,1,36,2833,1622,1211,14341,101,0.573
7.20E+08,Existing Customer,53,2,2,5,3,23553,1,41,15101,1396,13705,13545,96,0.092
7.88E+08,Existing Customer,58,2,3,7,2,24524,1,48,3603,1465,2138,14235,101,0.407
7.71E+08,Existing Customer,51,2,0,2,3,28259,1,38,4132,2517,1615,13820,129,0.609
7.11E+08,Existing Customer,39,2,0,1,3,35719,1,36,4366,1870,2496,15451,127,0.428
7.08E+08,Existing Customer,42,1,4,3,3,55345,1,36,6128,2239,3889,13505,116,0.365
7.13E+08,Attrited Customer,44,1,3,3,4,69372,2,29,34516,2517,31999,6782,67,0.073
7.18E+08,Existing Customer,44,2,4,4,3,37826,1,30,6882,1930,4952,13836,113,0.28
7.19E+08,Existing Customer,46,1,4,6,2,94903,1,33,13490,1567,11923,13159,105,0.116
8.14E+08,Existing Customer,39,1,3,4,2,94670,1,34,17978,1820,16158,15657,114,0.101
7.13E+08,Existing Customer,45,1,3,5,2,46234,1,30,3821,1673,2148,15005,89,0.438
7.11E+08,Existing Customer,41,2,2,3,3,25613,1,21,3624,1641,1983,15824,121,0.453
8.10E+08,Existing Customer,42,2,3,4,3,28086,1,37,3787,824,2963,16220,120,0.218
7.73E+08,Existing Customer,38,2,1,1,3,31121,1,28,4623,1366,3257,14730,118,0.295
7.85E+08,Existing Customer,36,1,2,4,2,112476,1,30,4343,2220,2123,14463,119,0.511
7.95E+08,Existing Customer,43,2,3,4,4,48303,4,25,17328,0,17328,15367,105,0
7.18E+08,Existing Customer,51,2,3,4,2,29322,1,39,3803,2437,1366,14397,117,0.641
7.21E+08,Existing Customer,52,1,3,3,2,60701,1,44,23889,603,23286,13360,124,0.025
8.12E+08,Existing Customer,50,2,3,3,1,51001,4,45,34516,2381,32135,15071,103,0.069
7.12E+08,Attrited Customer,49,1,4,3,3,111618,1,36,3999,0,3999,7567,76,0
7.19E+08,Existing Customer,44,1,4,7,3,114092,1,26,11782,2177,9605,16605,110,0.185
8.09E+08,Existing Customer,43,2,4,7,3,38769,1,38,3220,0,3220,13339,90,0
7.99E+08,Existing Customer,48,2,3,7,4,47991,1,42,9742,2517,7225,13082,92,0.258
7.11E+08,Attrited Customer,55,1,3,3,3,64267,1,46,4178,0,4178,7914,54,0
7.21E+08,Existing Customer,48,1,4,3,2,114075,1,34,34516,738,33778,15143,121,0.021
7.18E+08,Existing Customer,45,1,4,3,2,99208,1,32,26819,1657,25162,14450,111,0.062
7.14E+08,Attrited Customer,54,1,1,3,1,113711,1,44,9580,132,9448,5385,51,0.014
7.15E+08,Existing Customer,47,2,4,7,3,29483,1,36,7940,1669,6271,15445,118,0.21
7.12E+08,Existing Customer,39,1,1,3,3,75658,2,36,34516,1662,32854,13578,105,0.048
7.08E+08,Existing Customer,47,1,2,6,2,44154,1,39,3471,0,3471,14381,115,0
7.08E+08,Attrited Customer,51,1,2,7,3,135128,1,42,14938,0,14938,8192,80,0
7.67E+08,Existing Customer,49,2,3,3,1,33111,1,42,14072,1917,12155,13432,107,0.136
8.18E+08,Existing Customer,58,2,1,7,2,43928,4,53,15928,1527,14401,14678,125,0.096
7.08E+08,Attrited Customer,40,1,2,6,2,110121,1,30,20798,1059,19739,8038,90,0.051
7.14E+08,Existing Customer,60,2,1,3,3,38525,1,45,9752,1423,8329,14220,108,0.146
7.15E+08,Existing Customer,53,1,1,7,3,58590,1,45,3234,1514,1720,13803,100,0.468
7.12E+08,Attrited Customer,45,1,2,3,2,116746,1,36,24844,1273,23571,6549,75,0.051
7.11E+08,Existing Customer,49,1,2,6,2,88423,1,36,3090,0,3090,14198,101,0
7.21E+08,Attrited Customer,48,2,3,5,1,33161,1,36,9943,2138,7805,8325,54,0.215
7.14E+08,Existing Customer,44,1,3,3,2,68608,1,36,3384,799,2585,13152,100,0.236
7.22E+08,Existing Customer,29,2,1,6,3,22746,1,36,3640,1419,2221,13306,99,0.39
7.12E+08,Existing Customer,42,1,4,6,2,113320,4,35,34516,1420,33096,14672,110,0.041
7.95E+08,Existing Customer,45,2,3,3,2,29427,4,39,10186,1608,8578,14023,106,0.158
7.10E+08,Existing Customer,45,2,2,4,3,35247,3,36,15987,2262,13725,15513,127,0.141
7.20E+08,Attrited Customer,46,1,0,1,3,106280,1,39,16983,0,16983,8526,79,0
7.15E+08,Attrited Customer,39,1,2,7,2,137344,1,36,34516,2517,31999,7866,63,0.073
7.10E+08,Existing Customer,32,1,2,6,3,116571,4,20,34516,2136,32380,14667,119,0.062
7.17E+08,Existing Customer,38,1,2,4,3,94838,1,31,34516,0,34516,14036,99,0
7.78E+08,Existing Customer,50,2,4,7,2,48415,1,41,4268,1509,2759,14351,112,0.354
7.14E+08,Existing Customer,50,2,2,4,2,44128,1,40,10748,1084,9664,16541,126,0.101
7.80E+08,Attrited Customer,37,2,2,7,2,57507,4,21,31718,0,31718,7432,64,0
7.13E+08,Attrited Customer,42,1,2,1,3,117119,1,36,9959,2517,7442,8847,85,0.253
7.14E+08,Existing Customer,53,1,1,1,2,83207,4,36,34516,1484,33032,16373,114,0.043
7.08E+08,Existing Customer,52,1,1,4,3,69717,1,45,11898,2517,9381,15798,128,0.212
7.90E+08,Attrited Customer,57,1,2,5,3,97452,4,43,34516,1847,32669,7842,61,0.054
7.79E+08,Existing Customer,46,1,1,6,2,65259,1,27,13056,1890,11166,14280,102,0.145
7.12E+08,Existing Customer,60,1,0,3,3,24754,4,47,14002,1413,12589,13849,128,0.101
7.61E+08,Attrited Customer,40,1,3,3,2,64314,1,33,5500,442,5058,7720,67,0.08
7.88E+08,Attrited Customer,49,1,3,6,2,129291,1,38,8549,0,8549,9192,77,0
7.18E+08,Attrited Customer,56,1,2,7,2,32961,1,44,4390,0,4390,8454,69,0
7.69E+08,Attrited Customer,55,1,1,1,3,103868,1,43,24884,0,24884,5107,53,0
7.13E+08,Existing Customer,55,2,2,3,2,54892,1,41,3591,1760,1831,13289,121,0.49
7.17E+08,Attrited Customer,55,2,3,6,3,22069,1,47,4841,859,3982,8918,87,0.177
7.09E+08,Attrited Customer,31,1,2,7,4,118253,1,18,4246,2517,1729,8102,66,0.593
7.17E+08,Existing Customer,44,2,4,3,3,30359,1,36,7469,1378,6091,15225,108,0.184
7.93E+08,Existing Customer,54,1,2,3,1,90269,1,48,29974,2114,27860,15190,115,0.071
7.11E+08,Existing Customer,58,1,1,3,2,79976,1,48,20724,2221,18503,14215,109,0.107
7.18E+08,Existing Customer,53,1,2,4,3,142080,1,36,21079,1431,19648,13930,96,0.068
7.17E+08,Existing Customer,59,2,1,6,2,48372,1,36,3720,1569,2151,16208,129,0.422
7.15E+08,Attrited Customer,54,1,1,7,3,97483,1,36,11077,573,10504,8165,87,0.052
7.11E+08,Existing Customer,32,1,1,4,2,41770,1,19,12024,0,12024,14551,105,0
7.16E+08,Attrited Customer,48,1,5,3,3,44063,1,38,4446,0,4446,8753,76,0
7.10E+08,Existing Customer,54,1,3,3,2,132287,1,44,34516,862,33654,15034,111,0.025
7.20E+08,Existing Customer,32,1,0,7,2,39475,4,24,11511,0,11511,14436,123,0
7.13E+08,Existing Customer,42,1,2,3,2,87864,4,31,34516,1356,33160,12878,104,0.039
7.21E+08,Existing Customer,42,1,3,6,2,146697,1,28,19192,1507,17685,15615,125,0.079
7.14E+08,Existing Customer,29,1,0,5,2,30141,1,36,3076,0,3076,15514,123,0
7.09E+08,Existing Customer,43,1,3,3,2,112819,1,32,4196,1331,2865,14545,116,0.317
7.57E+08,Existing Customer,45,1,3,3,3,62491,1,38,3243,1580,1663,15710,122,0.487
7.85E+08,Existing Customer,56,2,1,4,2,39986,1,49,17542,2517,15025,13939,138,0.143
7.11E+08,Existing Customer,46,1,4,4,2,101052,1,36,32949,1190,31759,14892,113,0.036
7.19E+08,Existing Customer,41,2,2,2,2,43631,4,28,32250,1289,30961,15785,100,0.04
7.18E+08,Existing Customer,50,2,2,3,2,23428,2,40,34516,1826,32690,14994,121,0.053
7.15E+08,Existing Customer,52,2,2,1,1,51820,2,43,23981,2114,21867,15281,100,0.088
7.13E+08,Existing Customer,52,2,2,3,2,43138,1,43,4090,1649,2441,15497,92,0.403
7.19E+08,Existing Customer,32,2,0,4,3,30110,1,21,4251,2295,1956,15574,115,0.54
7.10E+08,Existing Customer,52,2,1,4,3,32150,1,40,4119,2517,1602,15215,121,0.611
8.04E+08,Existing Customer,60,1,1,4,2,33400,4,55,13399,1456,11943,16493,122,0.109
